RISM ID,LIBRARY INFO (852),PART OF (773),COMPOSER (100),TITLE (245),STANDARD TITLE (240),SCORING (240m),WORK CATALOG (690),SUBJECT HEADING (650),SOURCE TYPE (593a),SOURCE TYPE (593b),DATE TO (260),DATE FROM (260),MATERIAL (300),PLATE NR (028)
850794677,I-Bl [no indication],,"Fiorani, Pacifico ","Sei duetti Notturni a due soprani, col basso",6 Notturni,,,Notturni (voc.),Manuscript copy,Notated music,1819,1810,,
850623286,I-Bsf M.G.II-6,,"Gherardeschi, Giuseppe",Sei Duetti Notturni Con Violoncello obbligato Del Sig.re Giuseppe Gherardeschi,6 Notturni,,,Notturni (voc.),Manuscript copy,Notated music,1810,1801,score,
850714179,I-Vc Busta 9.3,,"Mancinelli, Domenico","N:¢ VI Noturni | A due Flauti Traversier, e Basso | Del Sig: Domenico Mancinelli | Basso",6 Notturni,,,Trios (inst.),Manuscript copy,Notated music,1790,1761,parts,
850809076,I-Gl D. 3. 46.,,"Mayr, Johann Simon",Mayer,6 Operas,,,Operas,Manuscript copy,Notated music,1810,1805,score,
850809460,I-Gl M. 5. 1,,"Mayr, Johann Simon",Mayer,6 Operas,,,Operas,Manuscript copy,Notated music,1810,1805,score,
850780318,I-PAc [no indication],,,Differents Airs | Espagnols | Avec Accompagnement | de Piano,6 Pieces,,,Pieces,Manuscript copy,Notated music,1840,1811,,
850713654,I-Vire 135,850714043,"Marcello, Benedetto",2 | Tomo Sdo,6 Psalms,,,Psalms,Manuscript copy,Notated music,,,score,
850715863,I-Vc Busta 15.9,,"Vanhal, Johann Baptist",Quartetti N: VI | Del Sigr Giovanni Wanall | Violino Primo,6 Quartets,,,Quartets (inst.),Manuscript copy,Notated music,1790,1761,parts,
850715458,I-Vc Busta 15.10,,"Boccherini, Luigi",Quintetti | Del Sig. Luigi Boccherini,6 Quintets,,,Quintets (inst.),Manuscript copy,Notated music,1790,1761,parts,
850716438,I-Vc Busta 11.10,,"Cambini, Giuseppe","Sei Quintetti | Due Violini de Viole, e Violoncello | Del Sig:r Giuseppe Cambini",6 Quintets,,,Quintets (inst.),Manuscript copy,Notated music,1800,1791,parts,
850646404,I-Ras MS Mus. 31,,"Calzanera, Emilio",Partitura | Calzanera M. E. | Antifone a 4 voci in falso bordone | per i Vesperi di S.Girolamo Confessore e Dottore della Chiesa,6 Sacred songs,,,Sacred songs,Manuscript copy,Notated music,1910,1891,score and parts,
850636375,I-FZc A.VI.63,,"Marcello, Benedetto",Salmi,6 Sacred songs,,,Sacred songs,Manuscript copy,Notated music,1900,1801,score,
850714563,I-Vc Busta 9.2,,"Stabingher, Mattia","Sei Sestetti | per | Flauto, 2 Violini, Due Corni, e Basso | Flauto | Del Sig.r Mattia Stabingher",6 Sextets,,,Sextets (inst.),Manuscript copy,Notated music,1790,1761,parts,
850629145,I-Bsf M.S.I.14,,"Schröter, Johann Samuel","Sei Sonate per | Cimbalo, e Flauto, o Violino | Del Sig:re Schroeter",6 Sonatas,"cemb, fl",,Sonatas,Manuscript copy,Notated music,1810,1801,1 score: 40 p.,
850628743,I-Bsf M.S.II.8,,"Schmid, Johann",Sei Sonate p. Cimbalo | Col Violino | Del Sig:re | Giovanni Schmid,6 Sonatas,"vl, cemb",,Sonatas,Manuscript copy,Notated music,1810,1801,parts,
850629295,I-Bsf M.S.I.9,,"Schröter, Johann Samuel","Sei Tri a | Cimbalo, Violino e Violoncello | Del Sig:re Schroeter",6 Trios,"cemb, vl, vlc",,Trios (inst.),Manuscript copy,Notated music,1810,1801,3 parts,
850794808,I-Bl [no indication],,"Delicati, Pietro",Sei canzoncine con l’accompagnamento di cembalo e chitarra francese del sig. Pietro Delicati,6 Vocal pieces,,,Vocal pieces,Manuscript copy,Notated music,1803,1803,,
850807442,I-Gl D. 3. 20.,,"Savinelli, Angelo",Sei Vocalizzi per voce | di Basso | Del M.° Savinelli | 1836,6 Vocalises,,,Vocalises,Manuscript copy,Notated music,1836,1836,score,
850628587,I-Bsf M.Mattei XV-6,,"Mattei, Stanislao",Antiphonae | in festo S. Petroni | f. S. M | 1817,7 Antiphons,,,Antiphons,Autograph manuscript,Notated music,1817,1817,score,
850808458,I-Gl D. 3. 44.,,"Mayr, Johann Simon",Mayr,7 Operas,,,Operas,Manuscript copy,Notated music,1810,1805,score,
850731252,I-Vire 414,,"Roggero, Giuseppe Paolo ",Sei Noturni a due 3 voci | Dell' Sig. Giuseppe | Roggero,7 Pieces,,,Pieces,Manuscript copy,Notated music,,,score,
850713460,I-Vire 135,850714043,"Marcello, Benedetto",Tomo IIII,7 Psalms,,,Psalms,Manuscript copy,Notated music,,,score,
850733265,I-Vc Busta 81.18,,,Composizioni,74 Pieces,,,Pieces,Manuscript copy,Notated music,,,score,
850812754,I-Gl [no indication],,,Arie e cav. | di diversi | autori,8 Arias,,,Arias (voc.),Manuscript copy,Notated music,1810,1799,score,
850800199,I-Bl [no indication],,"Cimarosa, Domenico",8 duettini con accompagnamento di P.F. di Cimarosa,8 Duets,,,Duets (voc.),Manuscript copy,Notated music,1819,1810,,
850623434,I-Bsf M.C.VI-14,,"Cimarosa, Domenico",Otto Duettini per Camera Per due Soprani e Cembalo Del Sig.r Domenico Cimarosa,8 Duets,,,Duets (voc.),Manuscript copy,Notated music,1790,1761,score,
850714043,I-Vire 135,,,salmi,8 Items,,,,Manuscript copy,Notated music,,,score,
850720289,I-Vc Busta 72.13,850721175,,Violino Secondo | Monferine Moderne | Per due Violini,8 Monferrinas,,,Monferrinas,Manuscript copy,Notated music,,,parts,
850716485,I-Vire 135,850714043,"Marcello, Benedetto",Tomo 7mo,8 Psalms,,,Psalms,Manuscript copy,Notated music,,,score,
850716285,I-Vire 135,850714043,"Marcello, Benedetto",TOMO OTTAVO,8 Psalms,,,Psalms,Manuscript copy,Notated music,,,score,
850714044,I-Vire 135,850714043,"Marcello, Benedetto",Tomo Pmo,8 Psalms,,,Psalms,Manuscript copy,Notated music,,,score,
850640882,I-Bsf M.A.XII.5,,,Composizioni sacre,8 Sacred songs,,,Sacred songs,Manuscript copy,Notated music,1790,1761,1 score: 16 f.,
850627492,I-Bsf M.Martini IV-2,,"Martini, Giovanni Battista","Litaniae atque Antiphonae finales B.M.V. Alma Redemptoris Mater, | Ave regina, Regina caeli,Salve Regina quatuor vocibus concinenda cum | Organo, et Instrumentis ad Libitum | Auctore F.Jo:Batta Martini Min Con Opus Primum",8 Sacred songs,,,Sacred songs,Manuscript copy,Notated music,1790,1761,score,
850631103,I-Bsf M.S.II.9,,"Schulthesius, Johann Paul","Otto Variazioni Facili | Sopra un Andantino | per Cimbalo, o Piano-Forte con accompagnamento | di Violino, Viola e Violoncello obbligati, composte e | dedicate... | alla Nobile Sig:ra Giacomina Maddalena de Schwarz | da | Giovanni Paolo Schulthesius | ...",8 Variations,"cemb, strings",,Variations,Manuscript copy,Notated music,1810,1801,parts,
850808711,I-Gl C. 3. 29.,,,[Arie e duetti ],8 Vocal pieces,,,Vocal pieces,Manuscript copy,Notated music,1840,1825,vocal score,
850628532,I-Bsf M.D.I.6,,"Durante, Francesco",N} 9 Duetti di studio del Sig.r Francesco Durante,9 Duets,,,Duets (voc.),Manuscript copy,Notated music,1790,1761,score,
850641546,I-FZc C.I.28,,"Cicognani, Antonio ",Composizioni liturgiche,9 Sacred songs,,,Sacred songs,Autograph manuscript,Notated music,1900,1891,score,
850635933,I-FZc C.I.25,,"Cicognani, Antonio ",Composizioni vocali liturgiche,9 Sacred songs,,,Sacred songs,Partial autograph,Notated music,1900,1891,score,
850674796,I-BARad Ms 73,,,Composizioni vocali sacre,9 Sacred songs,,,Sacred songs,Manuscript copy,Notated music,1890,1861,score,
850714072,I-Vc Busta 42.4,,,DIVERSE | Sonate per il Sig: | EMMANVEL | Cigogna di | VENEZIA | addi 31 Luglio | MDCCCIII,90 Instrumental pieces ,,,Instrumental pieces,Manuscript copy,Notated music,1803,1803,score,
850714768,I-Vc Busta 8.30,850714767,"Mayr, Johann Simon",N¢1,A Bettina,,,Canzonettas,Manuscript copy,Notated music,,,score,
850800151,I-Bl [no indication],,"Bertocchi, Annibale",A bordo... Melodramma in un atto della sig.a Elettra B. Bignami,A bordo,"V (2), pf",,Melodramas,Autograph manuscript,Notated music,1882,1882,,
850637548,I-FZc A.VI.52.1,,"Generali, Pietro",Scena Rondò | a che vicina a perderti | Del | Sig Maestro Pietro Generali,A che vicina,,,Scenes;Rondos (voc.),Manuscript copy,Notated music,1900,1801,score,
850632806,I-Bsf FC.M.II.11,850633128,"Martini, Giovanni Battista",Canone,A chi vuol vedere,,,Canons (voc.),Manuscript copy,Notated music,,,[unknown],
850630182,I-Bsf M.Martini IV-3@38,850627496,"Martini, Giovanni Battista",Canone à 3,A chi vuol vedere,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850722227,I-Vc Busta 42.27,,"Rossini, Gioachino",Lindoro Tenor nel terzetto Rossini nell'opera Italiana in Algeri,A color che mai non sanno,,,Operas;Terzets (voc.),Manuscript copy,Notated music,1810,1801,parts,
850718973,I-Vlevi C.5,850717381,"Pont, Jacques du",CANZONETTE | PER CANTAR | ET SONAR DI LIUTO | A TRE VOCI,A cui piu ch'altri mai,,,Madrigals,Manuscript copy,Notated music,,,,
850724670,I-Vc Busta 107.1,850724452,"Furlanetto, Bonaventura",Verso Del Deprofundis 2:  Del Sig:r Maestro D: Bonaventura F:to,A custodia matutina,,,Versi (voc.),Manuscript copy,Notated music,,,,
850628778,I-Bsf M.Martini IV-3@287,850627496,"Martini, Giovanni Battista","Canon ad sub Diapente, sub Diatessaron, et sub Diapason Diapente",A Deo est scientia,,,Canons (voc.);Sacred songs,Manuscript copy,Notated music,,,score,
850626646,I-Bsf M.Martini IV-3@305,850627496,"Martini, Giovanni Battista",Canone à 3,A du bajoc,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850713785,I-Vc Busta 2.35,850713782,"Cavalli, Francesco",Dello stesso,A la forza delle stelle,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850710763,I-Vc Busta 10.3,850713595,"Ziani, Marc'Antonio",A le spine le vezzose rose,A le spine le vezzose rose,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850808258,I-Gl DONO GIANNUZZI 237,,"Rivela, Ernesto",A Lei ! : serenatella (Arpa) / E. Rivela,A Lei,,,Instrumental pieces,Manuscript copy,Notated music,1910,1896,,
850727985,I-Vc Busta 123.2,850728556,"Martini, Giovanni Battista",N:  19. | Canone   3. all'Uniss:,A me piace di vivere,,,Canons (voc.),Manuscript copy,Notated music,,,,
850626615,I-Bsf M.N.II.l,,Anonymus,Aria del Sig.N.N.,A morir se mi condanna,,,Arias (voc.),Manuscript copy,Notated music,1790,1761,score,
850811631,I-Gl G. 1. 6. 6.,,"Polleri, Giovanni Battista",A Nicolò Paganini | Coro all'unissono | Parole del Prof. avv. Edoardo Canevello | Musica di | G. B. Polleri,A Nicolò Paganini,,,Partsongs,Partial autograph,Notated music,1915,1900,score and parts,
850725365,I-Vc Busta 51.5,,"Bernasconi, Andrea",Mottetto D: S: Mro Andrea Bernasconi,A procellis conturbata,,,Motets,Manuscript copy,Notated music,,,score,
850724739,I-Vc Busta 51.24,,Anonymus,A Procelloso turbine Sig:ra Gregoria | Motetto | 1748 | Organo,A procelloso turbine,,,Motets,Manuscript copy,Notated music,,,score,
850623288,I-Bsf M.G.II-6,850623286,"Gherardeschi, Giuseppe",Notturno II,A queste amate,,,Notturni (voc.),Manuscript copy,Notated music,,,score,
850719172,I-Vlevi C.5,850717381,"Pont, Jacques du",CANZONETTE | PER CANTAR | ET SONAR DI LIUTO | A TRE VOCI,A questo confortando il popol tutto,,,Madrigals,Manuscript copy,Notated music,,,,
850720783,I-Vc Busta 54.6,850721878,Anonymus,Composizione sacra,A solis,,,Sacred songs,Manuscript copy,Notated music,,,parts,
850730592,I-Vc Busta 48.7,850731031,"Latilla, Gaetano",Verso Del Laudate 4:o Del Sig:r Mro Gaetano Lattilla,A solis ortu,,,Versi (voc.),Manuscript copy,Notated music,,,parts,
850712343,I-Vc Busta 4.19,850712897,"Ottani, Bernardo",Num:o I,A tal segno oh Dio,,,Duets (voc.),Manuscript copy,Notated music,,,score,
850627412,I-Bsf M.Martini IV-3@178,850627496,"Martini, Giovanni Battista",Canone à 3,A te che gloria,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850711133,I-Vc Busta 10.3,850713595,"Ziani, Marc'Antonio",A te riedo o caro lido,A te riedo o caro lido,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850716284,I-Vire 135,850713656,"Marcello, Benedetto","Salmo | Vigesimo | Settimo | a Due | Canto, e Alto | Ad te Domine clamabo,Deus meus ne sileas a me &c",A te Signor che mio sostegno sei,,,Psalms,Manuscript copy,Notated music,,,score,
850713639,I-Vc Busta 40.58,,"Buzzolla, Antonio",Aa un fiore peregrino,A un fiore peregrino,,,Arias (voc.),Possible autograph manuscript,Notated music,1860,1841,score,
850723163,I-Vc Busta 10.1,850720194,"Chelleri, Fortunato",7,A un volto lusinghier,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850627050,I-Bsf M.Martini IV-3@56,850627496,"Martini, Giovanni Battista",Canone à 3,A voi che del Tebro abitate,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850699854,I-Vire 333,850731136,"Marcello, Benedetto",10.,A voi donna vo lanciando l'amoroso mio cor,,,Cantatas,Manuscript copy,Notated music,,,score,
850642040,I-FZc C.VII.80,,"Cicognani, Giuseppe",G.Cicognani | Antifonia | dall'opera Aben-Hamet,Abenthamet,,,Operas,Manuscript copy,Notated music,1900,1801,parts,
850730247,I-Vc Busta 86.3,850730680,"Furlanetto, Bonaventura","Cantata Deccima A' 5 Vocci D: S: Mro Don Bonaventura Furlanetto L' Anno 1786. Abraham, et | Jsach.",Abraham et Isach,,,Cantatas,Manuscript copy,Notated music,,,,
850724247,I-Vc Busta 107.1,850724452,"Furlanetto, Bonaventura","Cantata Deccima A' 5. Vocci D: S: Mro Don Bonaventura Furlanetto L'Anno 1786. Abraham, et jsach.",Abraham et Isach,,,Cantatas,Manuscript copy,Notated music,,,,
850730265,I-Vc Busta 100.1,,"Furlanetto, Bonaventura",Absalonis Rebellia | Oratorio Decimo 7:  A' 8 Vocci |  Del Sig:r Mro Don Bonaventura Furlanetto | L'Anno 1785 | Maacha eius uxor. D. Elisabeth minor. | Doppo la Sinfonia Segue jl Coro.,Absalonis rebellio,,,Oratorios,Manuscript copy,Notated music,,,parts,
850715112,I-Vc Busta 26.1,,"Furlanetto, Bonaventura",Absalonis Rebellio,Absalonis rebellio,,,Oratorios,Possible autograph manuscript,Notated music,1785,1785,score,
850723315,I-Vc Busta 57.1,850719923,"Furlanetto, Bonaventura",Oratorio Deccimo 7: A 8 Vocci D: S: Mro Don Bonaventura Furlanetto L'anno 1785,Absalonis rebellio,,,Oratorios,Manuscript copy,Notated music,,,parts,
850730032,I-Vc Busta 86.3,850730680,"Furlanetto, Bonaventura",Oratorio Decimo 7:  A' 8 Vocci D: S: Mro Don Bonaventura Furlanetto L'Anno 1785,Absalonis rebellio,,,Oratorios,Manuscript copy,Notated music,,,,
850722977,I-Vc Busta 59.1,850720017,"Furlanetto, Bonaventura",Oratorio Decimo 7:o A 8 Vocci Del Sig:r Mro Don Bonaventura Furlanetto L'Anno 1785,Absalonis rebellio,,,Oratorios,Manuscript copy,Notated music,,,,
850731507,I-Vc Busta 59.5,850720573,"Furlanetto, Bonaventura",Oratorio Decimo 7:o A 8 Vocci Del Sig:r Mro Don Bonaventura Furlanetto L'Anno 1785,Absalonis rebellio,,,Oratorios,Manuscript copy,Notated music,,,,
850632651,I-Bsf M.C.VI.5,850632961,"Corigliano, Domenico",N} 4,Accanto di Nice m'è grato giacer,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850720466,I-Vc Busta 59.6,850720462,Anonymus,Motetto Per Elisabetta,Accensa clara face,,,Motets,Manuscript copy,Notated music,,,,
850801325,I-Bl [no indication],,"Guglielmi, Pietro Carlo",Aria a voce di basso del Sig.r Maestro Gulielmi [!] 1810,Accusato per ladro a Lione,,,Arias (voc.),Manuscript copy,Notated music,1810,1810,,
850721339,I-Vire 366,,"Nasolini, Sebastiano",Aria | Accusato qual Ladro a Lione | Del Sig:r Sebastian Nasolin,Accusato qual ladro a lione,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850721338,I-Vire 365,,"Nasolini, Sebastiano",Aria | Accusato qual ladro a Lione | Musica | Del Sig.r M:  Sebastian Nasolini,Accusato qual ladro a lione,,,Arias (voc.),Manuscript copy,Notated music,,,score,
850626775,I-Bsf M.S.I.18,,"Sarti, Giuseppe",Cavatina del Sig.re Giuseppe Sarti,Achille in Sciro,"A, Coro, orch",,Operas;Cavatinas,Manuscript copy,Notated music,1810,1800,score,
850809445,I-Gl SCAT. 21. 4 n. n.,,"Gassmann, Florian Leopold",Aria del Sig: Leopoldo Gasman Per il Sig. Gianluca Fabris in Genova,Achille in Sciro,,,Operas;Arias (voc.),Manuscript copy,Notated music,1765,1765,score,
850733344,I-Vire 416,,"Sarti, Giuseppe",Rondò Serio | In S. Samuele il Carnovale | 1781 | Del Sig.r Giuseppe Sarti.,Achille in Sciro,,,Operas;Rondos (voc.),Manuscript copy,Notated music,,,score,
850710954,I-Vc Busta 5.11,,"Sarti, Giuseppe",Rondò Sig: Sarti,Achille in Sciro,,,Operas;Rondos (voc.),Manuscript copy,Notated music,1810,1801,score,
850728148,I-Vc Busta 119.1,,"Perotti, Giovanni Agostino",Anno 1823 | Actio sacra | Del Sig:r Mro Giannagostino Perotti | Violetta,Actio Sacra,,,Oratorios,Manuscript copy,Notated music,,,parts,
850715869,I-Vc Busta 49.1,,"Perotti, Giovanni Agostino",Sig.ra Foscarina  Organista | Organo | Actio Sacra | tribus vocibus | D. | S. APerotti,Actio Sacra,,,Oratorios,Manuscript copy,Notated music,1810,1801,score,
850721370,I-Vc Busta 55.2,850721152,"Perotti, Giovanni Agostino",Sinfonia Corno Primo Actio Sacra G. A. Perotti,Actio Sacra,,,Oratorios,Manuscript copy,Notated music,,,,
850732718,I-Vc Busta 77.3,850732493,"Perotti, Giovanni Agostino",Sinfonia Corno secondo  Actio sacra  .J. A. Perotti,Actio sacra,,,Oratorios;Overtures,Manuscript copy,Notated music,,,,
850715872,I-Vc Busta 49.2,850715870,"Furlanetto, Bonaventura",Motetto Per Lorenza D: S: Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,parts,
850723077,I-Vc Busta 94.3,850719908,"Furlanetto, Bonaventura",Motetto Per Lorenza Del Sig:r Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,,
850721114,I-Vc Busta 47.7,850721326,"Furlanetto, Bonaventura",Motetto Per Lorenza Del Sig:r Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,parts,
850725795,I-Vc Busta 54.4,850725786,"Furlanetto, Bonaventura",Motetto Per Lorenza Del Sig:r Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,parts,
850732891,I-Vc Busta 48.8,850730158,"Furlanetto, Bonaventura",Motteto Per Lorenza Del Sig:r Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,parts,
850722885,I-Vc Busta 61.3,850719716,"Furlanetto, Bonaventura",Mottetto Per Lorenza D: S: Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,,
850725164,I-Vc Busta 54.4,850725786,"Furlanetto, Bonaventura",Mottetto Per Lorenza D: S: Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,parts,
850733411,I-Vc Busta 89.5,850733201,"Furlanetto, Bonaventura",Mottetto Per Lorenza Del Sig:r Mro Don Bonaventura | Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,,
850731352,I-Vc Busta 47.5,850715988,"Furlanetto, Bonaventura",Mottetto Per Lorenza Del Sig:r Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,parts,
850723203,I-Vc Busta 59.1,850720017,"Furlanetto, Bonaventura",Mottetto Per Lorenza Del Sig:r Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,,
850720138,I-Vc Busta 59.5,850720573,"Furlanetto, Bonaventura",Mottetto Per Lorenza Del Sig:r Mro Don Bonaventura Furlanetto,Ad arma populi venite,,,Motets,Manuscript copy,Notated music,,,,
850628781,I-Bsf M.Martini IV-3@290,850627496,"Martini, Giovanni Battista",Canoni che trovansi nel Ritratto de P.Martini fatto dal Sig.r | Antonio Crespi Bolognese,Ad canendum,,,Canons (voc.),Manuscript copy,Notated music,,,score,
850715497,I-Vire 130,,"Lotti, Antonio",Salmo sceltissimo | Ad Dominum cum tribularer | Del celebre Lotti,Ad Dominum cum tribularer,,,Psalms,Manuscript copy,Notated music,,,score,
850634621,I-Bsf M.Passarini I-10,,"Passerini, Francesco",Organo | Introduzione Basso solo per | La Trasfigurazione con VV. Cornetti | e Tromba fatta | In Venezia l'Anno | 1682 | da fr.Franco Passarini | Con parti Spart.o,Ad montes ad colles,,,Vocal pieces,Autograph manuscript,Notated music,1682,1682,parts,
850640403,I-Bsf M.A.XIII.16,,Anonymus,Ad regias Agni dopes,Ad regias Agni dopes,,,Hymns,Manuscript copy,Notated music,1790,1761,parts,
850723357,I-Vc Busta 122.1,850726572,Anonymus,AD SANCTI PETRI TUMULUM,Ad sancti Petri tumulum,,,Sacred songs,Manuscript copy,Notated music,,,,
850732804,I-Vc Busta.75.26,,"Furlanetto, Bonaventura",Verso della Salve di Giustiniana | D: S: Mro Don Bonaventura Furlanetto | Violino Solo | Sig:ra Agnese | L'anno 1794,Ad te clamamus,,,Versi (voc.),Manuscript copy,Notated music,,,score,
850713507,I-Vc Busta 48.2,850713892,"Furlanetto, Bonaventura",Verso Della Salve Per Dorotea D: S: Mro Don Bonaventura Furlanetto,Ad te clamamus,,,Versi (voc.),Manuscript copy,Notated music,,,parts,
850724246,I-Vc Busta 107.1,850724452,"Furlanetto, Bonaventura",Verso Della Salve Per Dorotea D: S: Mro Don Bonaventura Furlanetto,Ad te clamamus,,,Versi (voc.),Manuscript copy,Notated music,,,,
