SIGNATUR,KOMPONIST,EINORDNUNGSTITEL,300$a,590$b,RISM-ID,INDEX
Mus.1319,Collection,"La Regina creduta re - Excerpts; S, orch, bc",5 parts,"9, 6, 3, 4, 2f.",240001133,01
Mus.1319,Collection,"La Regina creduta re - Excerpts; S, orch, bc",5 parts,"22, 6, 3, 4, 1f.",240001134,01
Mus.1318,Bononcini,"Overtures - strings, woodwinds",7 parts,"2, 2, 2, 2, 2, 2, 2f.",240001135,01
Mus.1324,Collection,12 Écossaises - pf,1 part,8f.,240001136,01
Mus.1327/3,"Bornhardt, Johann Heinrich Carl",Variations - pf,1 part,6f.,240001137,01
Mus.1337,"Brato, Tomaso","Lasciar d'amarti e vivere no non potrei - S, orch",score: 6f.,"",240001138,01
"","","",10 parts,"2, 2, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.1341/1,"Braun, Johann Friedrich","Concertos - ob, orch",1 part,3f.,240001139,01
Mus.1339,"Braun, Johann Friedrich",Symphonies,11 parts,"3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2f.",240001140,01
Mus.1341/3,"Braun, Johann Friedrich","Concertos - ob, orch",1 part,3f.,240001141,01
Mus.1341/4,"Braun, Johann Friedrich","Concertos - ob, orch",1 part,3f.,240001142,01
Mus.1342/3,"Braun, Johann Friedrich","Concertos - ob, orch",1 part,4f.,240001143,01
Mus.1341/5,"Braun, Johann Friedrich","Concertos - ob, orch",1 part,4f.,240001144,01
Mus.1350,"Braun, Moritz",Allegretto - orch,score: 12f.,"",240001145,01
Mus.1384,"Breitenbach, Antoinette de","Offender non so - V, pf",1 part,2f.,240001146,01
Mus.5872/8,"Mozart, Wolfgang Amadeus",Der Kapellmeister aus Venedig - Excerpts,4 parts,"22, 16, 8, 20f.",240001147,01
Mus.1388,"Brescianello, Giuseppe Antonio","Symphonies - strings, cemb",4 parts,"2, 2, 2, 2f.",240001148,01
Mus.1391,"Bréval, Jean-Baptiste","Concertos - vlc, orch",10 parts,"6, 4, 3, 2, 3, 2, 1, 1, 1, 1f.",240001149,01
Mus.1390,Collection,6 Duets - vlc (2),2 parts,"12, 12f.",240001150,01
Mus.1394,"Brioschi, Antonio","Overtures - vl (2), b",1 part,2f.,240001151,01
"","","",2 parts,"2, 2f.","",02
"","","",1 part,2f.,"",03
Mus.1397,"Brioschi, Antonio","Overtures - vl (2), vla, b",4 parts,"2, 2, 1, 2f.",240001152,01
Mus.1393,"Brioschi, Antonio","Overtures - vl (2), b",3 parts,"2, 2, 2f.",240001153,01
Mus.1396,"Brioschi, Antonio","Sonatas - vl (2), cemb",3 parts,"2, 2, 1f.",240001154,01
Mus.1395,"Brioschi, Antonio","Sonatas - vl (2), b",3 parts,"1, 1, 2f.",240001155,01
Mus.1398,"Brixi, František Xaver","Caelo tonante terra tremescit - V (2), b",score: 4f.,"",240001156,01
Mus.4348,Büchler,"Concertos - fl, strings, bc",5 parts,"2, 1, 1, 1, 2f.",240001157,01
Mus.4347,Büchler,"Concertos - fl, strings, bc",5 parts,"2, 1, 1, 1, 2f.",240001158,01
Mus.4346,"Pichler, Johann Melchior","Capriccios - vl, fl, b",3 parts,"2, 2, 2f.",240001159,01
Mus.1405 A,Büchler,"Intradas - vl, fl, bc",3 parts,"1, 1, 2f.",240001234,01
Mus.1253,"Buffardin, Pierre-Gabriel","Concertos - fl, strings, bc; GroF 1734",5 parts,"3, 2, 2, 2, 2f.",240001235,01
Mus.1408 A,"Duni, Egidio Romualdo","Ipermestra - Excerpts; S, strings, b",6 parts,"2, 2, 2, 1, 1, 2f.",240001236,01
Mus.1421,"Calandro, Nicola","Masses - V (5), Coro, orch, cemb; AmoC C1",11 parts,"6, 8, 6, 8, 11, 10, 10, 8, 7, 4, 4f.",240001237,01
Mus.1424,"Califano, Arcangelo","Sonatas - fl, b",2 parts,"2, 2f.",240001238,01
Mus.1425,"Califano, Arcangelo","Sonatas - vl, vlc, bc",3 parts,"1, 1, 1f.",240001239,01
Mus.1423,"Califano, Arcangelo","Sonatas - fl (2), cemb",3 parts,"2, 2, 2f.",240001240,01
Mus.1426,"Califano, Arcangelo","Trios - ob (2), b",3 parts,"1, 1, 2f.",240001241,01
Mus.1436,"Campioni, Carlo Antonio","Sonatas - vl (2), b; FloC 1.5",3 parts,"2, 2, 1f.",240001242,01
Mus.1435,"Campioni, Carlo Antonio","Sonatas - vl (2), b; FloC 1.1",3 parts,"2, 2, 2f.",240001243,01
Mus.1437,"Campioni, Carlo Antonio","Sonatas - vl (2), b; FloC 1.6",3 parts,"2, 2, 1f.",240001244,01
Mus.1449,"Carcani, Giuseppe","Cessate o armonici concentus - S, strings; HanH 84",score: 7f.,"",240001245,01
"","","",6 parts,"6, 4, 4, 4, 4, 4f.","",02
Mus.1451a,"Cardon, Jean-Baptiste",Duets - arp (2),1 part,3f.,240001246,01
Mus.1451c,"Cardon, Jean-Baptiste","Quartets - vl, vla, b, arp",1 part,6f.,240001247,01
Mus.1451d,Collection,2 Symphonies - arp,1 part,10f.,240001248,01
Mus.1451b,"Cardon, Jean-Baptiste",Sonatas,1 part,2f.,240001249,01
Mus.1451e,"Cardon, Jean-Baptiste","2 Trios - vl, vla, arp",1 part,11f.,240001250,01
Mus.1455,"Cattaneo, Francesco Maria","Sonatas - vl, b",2 parts,"2, 2f.",240001251,01
Mus.1454,"Cattaneo, Francesco Maria","Sonatas - vl, cemb",score: 6f.,"",240001252,01
Mus.425,"Cattaneo, Francesco Maria","Trios - vl (2), bc",3 parts,"1, 1, 1f.",240001253,01
Mus.1456,"Cattaneo, Francesco Maria","Trios - vl (2), b",3 parts,"1, 1, 2f.",240001254,01
Mus.1461,"Celestino, Eligio","Sextets - ob (2), fag, cor (2), tr",7 parts,"1, 1, 1, 2, 1, 1, 1f.",240001255,01
Mus.1459,"Celestino, Eligio","Il tuo nome eccelso e grande - V (3), orch",score: 30f,"",240001256,01
"","","",19 parts,"6, 8, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2f.","",02
Mus.1460,"Celestino, Eligio","Se non ti moro allato - S, orch",score: 7f.,"",240001257,01
"","","",10 parts,"2, 2, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.1465,"Cerracchini, Francesco","Elisa ed Alceo - Excerpts; V (2), orch",score: 32f.,"",240001258,01
"","","",11 parts,"8, 8, 4, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.1476/3,"Cherubini, Luigi",Les Abencérages - Excerpts; orch,score: 20f.,"",240001259,01
"","","",7 parts,"2, 2, 2, 1, 4, 2, 3f.","",02
Mus.1474,"Cherubini, Luigi","Debbo penar così - S, orch",score: 20f.,"",240001260,01
"","","",15 parts,"4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.","",02
Mus.1476/5,"Cherubini, Luigi",Les Deux journées - Excerpts,29 parts,"4, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 3, 3, 4, 3, 2, 1, 1, 1f.",240001261,01
Mus.1473,"Cherubini, Luigi",Lodoïska - Excerpts; orch,21 parts,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240001262,01
Mus.1471,"Cherubini, Luigi","Masses - V (3), Coro, orch",26 parts,"34, 34, 34, 34, 34, 27, 27, 27, 27, 15, 15, 15, 19, 19, 16, 17, 13, 11, 11, 11, 11, 9, 9, 5, 5, 5f.",240001263,01
Mus.1480B,"Christmann, Johann Friedrich",3 Marches - pf,1 part,4f.,240001264,01
Mus.1484,"Ciampi, Vincenzo Legrenzio","Se fedel tu mi sarai - A, strings",score: 8f.,"",240001265,01
"","","",7 parts,"2, 2, 2, 2, 2, 2, 2f.","",02
Mus.1481,"Ciampi, Vincenzo Legrenzio","So ben ch'ogni amatore giura e promette amore - S, strings",score: 6f.,"",240001266,01
"","","",4 parts,"1, 1, 1, 1f.","",02
Mus.1482,"Ciampi, Vincenzo Legrenzio","Soffrir la catena di barbaro amore - S, strings",score: 6f.,"",240001267,01
Mus.1483,"Ciampi, Vincenzo Legrenzio","Voi or disprezzate ma il serpentel d'amore - A, strings",score: 8f.,"",240001268,01
Mus.1485,"Ciampi, Vincenzo Legrenzio","Ah tu m'intendi oh Dio - S (2), vl (2), bc",score: 6f.,"",240001269,01
"","","",5 parts,"4, 4, 2, 2, 2f.","",02
Mus.1488,"Ciccarelli, Angelo","Ah spirar con te vorrei dolce fiamma del mio cor - S, orch",score: 13f.,"",240001270,01
Mus.1500,"Cimarosa, Domenico","Perché farla eterni dei - S, orch",score: 28f.,"",240001271,01
Mus.1506/1,"Cimarosa, Domenico","Artemisia - Excerpts; S, orch",score: 38f.,"",240001272,01
"","","",15 parts,"6, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1f.","",02
Mus.1504/2,"Cimarosa, Domenico","Artemisia - Excerpts; S, Coro maschile, orch",score: 34f.,"",240001273,01
"","","",19 parts,"2, 2, 2, 4, 10, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1f.","",02
Mus.1504,"Cimarosa, Domenico","Artemisia regina di Caria - Excerpts; S (2), orch",score: 26f.,"",240001274,01
Mus.1504/1,"Cimarosa, Domenico","Artemisia regina di Caria - Excerpts; V (2), orch",score: 22f.,"",240001275,01
"","","",23 parts,"7, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 2, 2, 1, 1f.","",02
Mus.1506/2,"Cimarosa, Domenico","Artemisia - Excerpts; V (3), orch",score: 40f.,"",240001276,01
"","","",13 parts,"4, 4, 4, 4, 4, 2, 2, 2, 2, 2,, 2, 2, 5f.","",02
"","","",short score (particella): 12f.,"","",03
"","","",short score (particella): 12f.,"","",04
"","","",short score (particella): 7f.,"","",05
Mus.1491,"Cimarosa, Domenico","La felicità inaspettata - V (X), Coro, orch","score (2vol.): 122, 106f.","",240001277,01
Mus.1490,"Cimarosa, Domenico",L'impresario in angustie,22 parts,"21, 13, 14, 20, 20, 17, 28, 28, 27, 27, 24, 24, 23, 23, 4, 3, 14, 14, 8, 8, 16, 14f.",240001278,01
Mus.1496b,"Cimarosa, Domenico","L'impresario in angustie - Excerpts; S, orch",score: 12f.,"",240001279,01
Mus.1495a,"Cimarosa, Domenico","Il matrimonio segreto - Excerpts; V (2), orch",score: 5f.,"",240001280,01
"","","",10 parts,"9, 9, 4, 4, 4, 4, 2, 2, 2, 2f.","",02
Mus.1495a,"Cimarosa, Domenico","Il matrimonio segreto - Excerpts; B (2), orch",score: 4f.,"",240001281,01
"","","",10 parts,"9, 9, 4, 4, 4, 4, 2, 2, 2, 2f.","",02
Mus.1496a,"Cimarosa, Domenico","Gli Orazi ed i Curiazi - Excerpts; S, orch",score: 20f.,"",240001282,01
Mus.1498,"Cimarosa, Domenico","Gli Orazi ed i Curiazi - Excerpts; S, orch",score: 38f.,"",240001283,01
Mus.1497,"Cimarosa, Domenico","Gli Orazi ed i Curiazi - Excerpts; T, Coro maschile, orch",score: 32f.,"",240001284,01
Mus.1499,"Cimarosa, Domenico","Gli Orazi ed i Curiazi - Excerpts; S (2), orch",score: 47f.,"",240001285,01
Mus.1503,"Cimarosa, Domenico","Gli Orazi ed i Curiazi - Excerpts; S (2), orch",score (incpl): 20f.,"",240001286,01
"","","",12 parts,"11, 10, 6, 6, 6, 6, 2, 2, 1, 1, 1, 1f.","",02
Mus.69,"Cimarosa, Domenico","Gli Orazi ed i Curiazi - Excerpts; V (2), orch",score: 32f.,"",240001287,01
Mus.1505,"Cimarosa, Domenico","Penelope - Excerpts; V (2), orch",score: 16f.,"",240001288,01
Mus.1501,"Cimarosa, Domenico","Il sacrificio d'Abramo - Excerpts; S, orch",score: 40f.,"",240001289,01
Mus.1501/1,"Cimarosa, Domenico","Il sacrificio d'Abramo - Excerpts; S, orch",score: 37f.,"",240001290,01
"","","",12 parts,"6, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2f.","",02
Mus.1492,"Cimarosa, Domenico",La vergine del sole,"score (2vol.): 118, 112f.","",240001291,01
Mus.1507,"Chinzer, Giovanni","Sonatas - fl (2), b",3 parts,"2, 2, 2f.",240001292,01
Mus.1509,"Cipolla, Francesco","La Figlia di Gefte - Excerpts; S (2), orch",score: 16f.,"",240001293,01
Mus.1511,Cisling,Symphonies,5 parts,"4, 3, 3, 2, 2f.",240001294,01
Mus.1525/1,"Clementi, Muzio","Sonatas - pf, fl, b; TysC 22/3",1 part,6f.,240001296,01
Mus.1527,"Clementi, Muzio","La Chasse - vl, pf; op.16; TysC 16",1 part,6f.,240001297,01
Mus.1529,"Cocchi, Gioacchino","La Rosmira fedele - Excerpts; S, strings",score: 8f.,"",240001298,01
"","","",4 parts,"2, 2, 2, 2f.","",02
Mus.1531,"Galuppi, Baldassare","Ezio - Excerpts; T, strings",6 parts,"2, 2, 2, 1, 2, 2f.",240001299,01
Mus.1534,"Consalvo, Tommaso","Ruggiero - Excerpts; S, orch",score: 30f.,"",240001300,01
Mus.1504/1,"Cimarosa, Domenico",Artemisia regina di Caria - Excerpts; Arr; pf,short score: 8f.,"",240001301,01
Mus.1506/2,"Cimarosa, Domenico","Artemisia - Excerpts; Arr; V (3), pf",short score: 12f.,"",240001302,01
Mus.1502/1,"Cimarosa, Domenico","Gli Orazi ed i Curiazi - Excerpts; T, Coro maschile, orch",12 parts,"6, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2f.",240001303,01
Mus.1525/1,"Clementi, Muzio","Sonatas - pf, fl, b; TysC 22/1",1 part,6f.,240001304,01
Mus.1525/1,"Clementi, Muzio","Sonatas - pf, fl, b; TysC 22/2",1 part,6f.,240001305,01
Mus.1490,"Cimarosa, Domenico",L'impresario in angustie - Excerpts; Arr; pf,"short score (piano score/2vol./incpl): 44, 34f.","",240001307,01
Mus.2489,"Conti, Francesco Bartolomeo","Issipile - Excerpts; S, strings",4 parts,"2, 2, 1, 1f.",240001308,01
Mus.2482,"Hasse, Johann Adolf","Artaserse - Excerpts; S, vl (2), cemb",4 parts,"1, 2, 2, 2f.",240001309,01
Mus.1535,"Conti, Francesco Bartolomeo",Il trionfo dell'amicizia e dell'amore,score: 223f.,"",240001310,01
Mus.1537,Collection,15 Solfeggios - S,1 part,8f.,240001311,01
Mus.1542,"Cordeiro, João de Sousa","L'Amor prigioniero - Excerpts; S, orch",score: 12f.,"",240001312,01
Mus.1542,"Cordeiro, João de Sousa","L'Amor prigioniero - Excerpts; S, orch",11 parts,"2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1f.",240001313,01
Mus.1540,"Cordeiro, João de Sousa","Gli orti Esperidi - Excerpts; S, strings",score: 8f.,"",240001314,01
Mus.1540,"Cordeiro, João de Sousa","Gli orti Esperidi - Excerpts; S, strings",5 parts,"2, 2, 2, 2, 2f.",240001315,01
Mus.1541,"Cordeiro, João de Sousa","Gli orti Esperidi - Excerpts; S, orch",10 parts,"3, 2, 2, 2, 2, 1, 1, 2, 1, 1f.",240001316,01
Mus.1539,"Cordeiro, João de Sousa","Il vero omaggio - Excerpts; S (2), orch",score: 16f.,"",240001317,01
Mus.1539,"Cordeiro, João de Sousa","Il vero omaggio - Excerpts; S (2), orch",8 parts,"2, 2, 2, 2, 1, 1, 1, 1f.",240001318,01
Mus.1547/3,"Corelli, Arcangelo",Sonatas - MarC 5.3,2 parts,"3, 2f.",240001319,01
Mus.1547/7,"Corelli, Arcangelo",Sonatas - MarC 5.7,2 parts,"2, 2f.",240001320,01
Mus.1547/5,"Corelli, Arcangelo",Sonatas - MarC 5.5,2 parts,"3, 2f.",240001321,01
Mus.1547/6,"Corelli, Arcangelo",Sonatas - MarC 5.6,2 parts,"3, 2f.",240001322,01
Mus.1545,"Corelli, Arcangelo","19 Sonatas - vl, bc",score: 69f.,"",240001323,01
Mus.1547/1,"Corelli, Arcangelo","Sonatas - vl, vlc; MarC 5.1",2 parts,"2, 2f.",240001343,01
Mus.1547/2,"Corelli, Arcangelo","Sonatas - vl, vlc; MarC 5.2",2 parts,"3, 2f.",240001344,01
Mus.1548,Collection,9 Duets,score: 44f.,"",240001345,01
Mus.1549a,"Cornet, Alessandro","Odi l'aura che dolce sospira - S (2), pf",score: 4f.,"",240001355,01
Mus.1549b,"Cornet, Alessandro","Su questo colle erboso - S (2), pf",score: 4f.,"",240001356,01
Mus.1553 A,"Cramer, Wilhelm","Sonatas - vl, cemb; DTB 16 F 1",1 part,6f.,240001357,01
Mus.1557,Collection,"6 Solfeggios - S, bc",1 part,22f.,240001358,01
Mus.1559,"Crispi, Pietro Maria",Symphonies,9 parts,"2, 2, 2, 2, 1, 1, 1, 1, 1f.",240001365,01
Mus.1560,"Crispi, Pietro Maria",Symphonies,9 parts,"2, 2, 1, 2, 1, 1, 1, 1, 1f.",240001366,01
Mus.1563,"Cupis, Jean-Baptiste","2 Airs - vlc, orch",10 parts,"4, 1, 1, 1, 1, 1, 1, 1, 1, 1f.",240001367,01
Mus.1576,"Dalayrac, Nicolas-Marie",Azémia,"score (3vol.): 100, 81, 62f.","",240001368,01
"","","",25 parts,"12, 38, 5, 19, 4, 20, 5, 4, 7, 30, 30, 27, 27, 22, 21, 23, 23, 9, 8, 13, 12, 11, 11, 15, 15f.","",02
Mus.1585a,"Dalayrac, Nicolas-Marie","Une matinée de Catinat - Excerpts; Arr; V, pf",short score: 4f.,"",240001369,01
Mus.74,"Dalayrac, Nicolas-Marie","Maison à vendre - Excerpts; Arr; V (2), pf",short score: 28f.,"",240001370,01
Mus.1583a,"Dalayrac, Nicolas-Marie","Nina - Excerpts; S, strings, brasses",score: 4f.,"",240001371,01
Mus.1581,"Dalayrac, Nicolas-Marie","Les Deux petits Savoyards - Excerpts; S (2), orch",score: 14f.,"",240001372,01
Mus.4046/4,"Isouard, Nicolas",Les Rendez-vous bourgeois,score: 115f.,"",240001373,01
Mus.1584,"Dalayrac, Nicolas-Marie",Azémia - Excerpts; Arr; pf,short score: 4f.,"",240001374,01
Mus.1582,"Dalayrac, Nicolas-Marie",Deux Mots,score: 140f.,"",240001375,01
Mus.1582,"Dalayrac, Nicolas-Marie",Deux Mots,24 parts,"8, 3, 2, 2, 2, 1, 14, 16, 14, 14, 14, 13, 13, 13, 6, 6, 2, 2, 8, 8, 8, 8, 1, 2f.",240001376,01
Mus.1589,"Dalberg, Johann Friedrich Hugo von","Evas Klagen bei dem Anblick des sterbenden Messias - Sprechstimme, orch",score: 12f.,"",240001377,01
Mus.1592,"Danzi, Franz",Symphonies concertantes - PecD 224,"score (2vol.): 25, 4f.","",240001378,01
"","","",13 parts,"5, 5, 6, 5, 5, 5, 6, 6, 6, 2, 2, 2, 2f.","",02
Mus.1600,"Davaux, Jean-Baptiste","Symphonies concertantes - vl (2), orch",12 parts,"2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2f.",240001379,01
Mus.3536,"Della Maria, Pierre-Antoine-Dominique",L'Opéra-comique - Excerpts; Arr; pf,short score: 4f.,"",240001380,01
Mus.3535,"Della Maria, Pierre-Antoine-Dominique","Le Prisonnier - Excerpts; Arr; V (2), pf",short score: 8f.,"",240001381,01
Mus.1608,"Deller, Florian Johann",Symphonies,8 parts,"2, 2, 1, 1, 1, 1, 1, 1f.",240001382,01
Mus.1606,"Deller, Florian Johann",Symphonies,4 parts,"2, 2, 2, 2f.",240001383,01
Mus.1605,"Deller, Florian Johann",Symphonies,4 parts,"2, 2, 2, 2f.",240001384,01
Mus.1607,"Deller, Florian Johann",Symphonies,6 parts,"2, 2, 2, 2, 1, 1f.",240001385,01
Mus.1611,"Demachi, Giuseppe",Il Corso del giorno alla campagna,8 parts,"4, 4, 3, 3, 2, 2, 2, 2f.",240001386,01
Mus.1612,"Demachi, Giuseppe",Symphonies,12 parts,"4, 4, 2, 2, 4, 4, 2, 2, 2, 2, 2, 2f.",240001387,01
Mus.1613,"Demachi, Giuseppe",Le Campane di Roma,11 parts,"3, 3, 2, 2, 2, 2, 3, 2, 2, 4, 4f.",240001388,01
Mus.1662,Depert,"Sonatas - fl, fag",score: 4f.,"",240001389,01
Mus.5543,"Devienne, François","Concertos - fag, orch",9 parts,"4, 4, 4, 2, 4, 2, 2, 1, 1f.",240001390,01
Mus.1666 a + b,"Dieter, Christian Ludwig",Belmonte und Konstanze - op.5,"2 scores: 137, 134f.","",240001391,01
Mus.1668,"Dietz, Joseph",Rondos - pf,1 part,12f.,240001392,01
Mus.1670,"Dittersdorf, Carl Ditters von",Der Apotheker und der Doktor - KreD 292,"score (2vol.): 360, 358p.","",240001393,01
"","","",25 parts,"51, 41, 48, 39, 32, 6, 47, 18, 7, 46, 46, 48, 41, 44, 20, 20, 24, 24, 23, 24, 18, 18, 6, 6, 6f.","",02
Mus.1688,"Dittersdorf, Carl Ditters von","Concertos - cb, orch; KreD 172",9 parts,"8, 6, 6, 4, 6, 3, 3, 3, 3f.",240001394,01
Mus.1687,"Dittersdorf, Carl Ditters von","Concertos - cb, orch; KreD 171",12 parts,"5, 4, 4, 2, 4, 2, 2, 2, 2, 2, 2, 1f.",240001395,01
Mus.1689,"Dittersdorf, Carl Ditters von","Duets - vla, vlne; KreD 219",2 parts,"5, 5f.",240001396,01
Mus.1690/11,"Dittersdorf, Carl Ditters von",Hieronymus Knicker - KreD 297,score: 77f.,"",240001397,01
"","","",17 parts,"10, 6, 8, 7, 12, 14, 6, 20, 18, 17, 18, 8, 10, 10, 8, 8, 8f.","",02
Mus.1672,"Dittersdorf, Carl Ditters von","Das rote Käppchen - Excerpts; Arr; V (4), pf; KreD 298",short score: 6f.,"",240001398,01
Mus.1673,"Dittersdorf, Carl Ditters von","Die Liebe im Narrenhause - Excerpts; Arr; V, pf; KreD 295",short score: 4f.,"",240001399,01
Mus.1678,"Dittersdorf, Carl Ditters von",Symphonies - KreD 19,13 parts,"2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2f.",240001400,01
Mus.1677,"Dittersdorf, Carl Ditters von",Symphonies - KreD 1,10 parts,"4, 4, 2, 2, 1, 1, 1, 1, 2, 2f.",240001401,01
Mus.1685,"Dittersdorf, Carl Ditters von",Symphonies - KreD 127,8 parts,"6, 6, 5, 5, 4, 4, 3, 3f.",240001402,01
Mus.1682,"Dittersdorf, Carl Ditters von",Symphonies - KreD 63,15 parts,"4, 4, 4, 4, 2, 2, 1, 1, 2, 2, 1, 1, 1, 4, 4f.",240001403,01
Mus.1683,"Dittersdorf, Carl Ditters von",Symphonies - KreD 62,10 parts,"4, 4, 4, 4, 2, 2, 2, 2, 3, 4f.",240001404,01
Mus.1681,"Dittersdorf, Carl Ditters von",Symphonies - KreD 30,11 parts,"2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1f.",240001405,01
Mus.1684,"Dittersdorf, Carl Ditters von",Sinfonia nel gusto di cinque nazioni - KreD 18,9 parts,"4, 4, 4, 4, 4, 1, 1, 1, 1f.",240001406,01
Mus.1679/2,"Dittersdorf, Carl Ditters von",Symphonies - KreD 16,8 parts,"4, 4, 2, 2, 2, 2, 1, 1f.",240001407,01
Mus.1679/1,"Dittersdorf, Carl Ditters von",Symphonies - KreD 16,9 parts,"2, 2, 2, 2, 1, 1, 1, 1, 2f.",240001408,01
Mus.1676,"Dittersdorf, Carl Ditters von",Symphonies - KreD 11,10 parts,"2, 2, 2, 2, 1, 1, 1, 1, 2, 2f.",240001409,01
Mus.1693/4,"Doles, Johann Friedrich",Der Herr wird mich erlösen - Coro; BanD deest,score: 5f.,"",240001411,01
Mus.1693/5,"Doles, Johann Friedrich",Die Gerechten werden ewiglich leben - Coro; BanD deest,score: 5f.,"",240001412,01
Mus.1693/3,"Doles, Johann Friedrich",Fürchte dich nicht ich bin der Erste und der Le... - Coro; BanD deest,score: 5f.,"",240001413,01
Mus.1693/1,"Doles, Johann Friedrich","Passion oratorios - V (4), strings, orch; BanD 207",score (7fasc.): 80p.,"",240001414,01
Mus.1704,Collection,6 Anglaises - Arr; cemb,short score: 4f.,"",240001415,01
Nr.5 in Mus.4758 J Bd. III,"Drobisch, Johann Friedrich","Schaffe in mir Gott ein reines Herz - V (4), Coro, orch",score: 13f.,"",240001422,01
Mus.1717,"Duni, Antonio","Va crescendo il mio tormento - S, strings, cemb",5 parts,"4, 2, 2, 2, 2f.",240001423,01
Mus.1717,"Duni, Antonio","Vado ma dove - S, strings, cemb",5 parts,"4, 2, 2, 2, 2f.",240001424,01
Mus.1719,"Duni, Antonio","Ogni procella infida - T, strings, brasses",7 parts,"4, 2, 2, 1, 1, 1, 1f.",240001425,01
Mus.1718,"Duni, Antonio",Talor che più si vede sereno e chiaro,score: 10f.,"",240001426,01
Mus.1720,"Duni, Antonio","Volgi pietoso il ciglio - S, strings",5 parts,"2, 2, 2, 2, 2f.",240001427,01
Mus.1715,"Duni, Antonio","Litanies - V (5), Coro, orch",11 parts,"10, 7, 4, 8, 6, 4, 4, 4, 4, 4, 6f.",240001428,01
Mus.1716,"Duni, Antonio","Salve regina - S, strings, bc",score: 16f.,"",240001429,01
Mus.1716,"Duni, Antonio",Salve regina - Arr; pf,short score: 8f.,"",240001430,01
Mus.1707,"Lanctin, Charles-François-Honoré",Symphonies,19 parts,"6, 6, 5, 5, 5, 5, 1, 1, 4, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3f.",240001431,01
Mus.1708,"Lanctin, Charles-François-Honoré",Symphonies,17 parts,"7, 7, 6, 6, 6, 6, 5, 4, 5, 4, 5, 4, 4, 4, 3, 3, 3f.",240001432,01
Mus.1731,Collection,"12 Duets - V (2), b",score: 78f.,"",240001433,01
Mus.1733,"Dürniz, Thaddäus Wolfgang von","Concertos - fag, orch",4 parts,"7, 6, 6, 5f.",240001446,01
Mus.1739,"Dussek, Jan Ladislav","Gott fähret auf mit Jauchzen - Excerpts; V (2), Coro, orch; CraD 26",1 score: 52 f.,"",240001447,01
"","","",22 parts,"6 f., 2 f., 6, 9 f., 2, 4 f., 6 f., 6 f., 6 f., 6, 6 f., 2 f., 2 f., 2 f., 2 f., 2 f., 2 f., 2 f., 2 f., 1 f., 1 f., 1 f.","",02
Mus.279,E. S. T. M. Bn.,Overtures - orch,7 parts,"1, 1, 1, 1, 1, 2, 2f.",240001448,01
Mus.280,E. S. T. M. Bn.,Overtures - orch,7 parts,"2, 1, 1, 1, 1, 2, 2f.",240001449,01
Mus.285,E. S. T. M. Bn.,Overtures - orch,6 parts,"2, 2, 2, 2, 2, 2f.",240001450,01
Mus.271,E. S. T. M. Bn.,Overtures - orch,7 parts,"2, 2, 2, 2, 1, 2, 2f.",240001451,01
Mus.281,E. S. T. M. Bn.,Overtures - orch,7 parts,"2, 2, 2, 1, 1, 1, 1f.",240001452,01
Mus.282,E. S. T. M. Bn.,Overtures - winds,7 parts,"2, 2, 1, 2, 2, 2, 2f.",240001453,01
Mus.284,E. S. T. M. Bn.,Overtures - orch,6 parts,"2, 2, 2, 2, 2, 2f.",240001454,01
Mus.272,E. S. T. M. Bn.,Overtures - winds,7 parts,"2, 1, 1, 2, 2, 1, 1f.",240001455,01
Mus.278,E. S. T. M. Bn.,Overtures - orch,7 parts,"2, 2, 2, 2, 1, 1, 1f.",240001456,01
Mus.283,E. S. T. M. Bn.,Overtures - orch,7 parts,"2, 2, 2, 2, 1, 1, 1f.",240001457,01
Mus.1748/1,"Eberl, Anton","Willkommen du sanfte du herrliche Nacht - V (4), cl, strings; op.37; WhiE 37",7 parts,"4, 4, 3, 3, 2, 2, 2f.",240001458,01
