ID,588,Holdings
"<a href=""https://muscat.rism.info/admin/sources/991015620"">991015620</a>",I-Rvm FMP CHER MESSa,A-Wgm; A-Wn; B-Bc; B-Br; CDN-Tu; CH-Gc; D-AAm; D-BB; D-BKÖ; D-Kl; D-KNmi; GB-Lbl; I-Bc; I-Mc; J-Tma; US-Bp; US-CA; US-CHH; US-U; D-Cl; D-Bsa; F-Pn; F-Pc; F-Pc; F-Pc; I-Rac
"<a href=""https://muscat.rism.info/admin/sources/991015742"">991015742</a>",RUS_SPk Инв. № 207,A-Wgm; CDN-Lu; CH-Gc; CH-Wk; D-AB; D-KA; D-F; D-SWl; DK-Kk; F-Pn; F-Po; GB-Ckc; GB-Lam; GB-Lbl; GB-Lcm; GB-Lco; GB-T; H-Bn; I-Bc; NL-At; NL-DHnmi; PL-ŁŹu; S-Skma; S-St; US-AAu; US-BEm; US-Cn; US-CAe; US-CHH; US-I; US-LAum; US-NYp; US-PROu; RUS-SPk; CZ-Nlob; CH-Lz
"<a href=""https://muscat.rism.info/admin/sources/991015767"">991015767</a>",D-DO DonMusDr 644,D-B; D-KA; D-WIl
"<a href=""https://muscat.rism.info/admin/sources/991015899"">991015899</a>",D-DO DonMusDr 642,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991016041"">991016041</a>",D-DO DonMusDr 647,CZ-KRa; D-KA; D-Rp
"<a href=""https://muscat.rism.info/admin/sources/991016311"">991016311</a>",I-Lcs,RUS-Mrg; US-IO; I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/991016314"">991016314</a>",I-Lc without shelfmark,RUS-Mrg; I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/991016353"">991016353</a>",I-Lcs without shelfmark,A-Wgm; A-Wst; I-BGi; I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/991016781"">991016781</a>",D-DO DonMusDr 3267,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991017016"">991017016</a>",D-DO DonMusDr 3267,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991017017"">991017017</a>",D-DO DonMusDr 3267,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991017411"">991017411</a>",D-DO DonMusDr 824,D-DEsa; D-KA
"<a href=""https://muscat.rism.info/admin/sources/991017786"">991017786</a>",I-Lcs without shelfmark,D-LÜh; I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/991018105"">991018105</a>",D-DO DonMusDr 987,A-Wgm; A-Wn; CZ-K; D-B; D-KA
"<a href=""https://muscat.rism.info/admin/sources/991018174"">991018174</a>",I-Lcs,US-Cn; I-LOVcs
"<a href=""https://muscat.rism.info/admin/sources/991018585"">991018585</a>",D-ABsv 21,D-B; D-BFb; D-SWl; GB-Lbl; S-SK; D-ANsv
"<a href=""https://muscat.rism.info/admin/sources/991018608"">991018608</a>",D-SPlb: Mus. 364881-4,A-Ssm; A-Wgm; A-Wn; CZ-Bm; CZ-K; CZ-Pnm; D-KA; D-Mbs; D-MZfederhofer; D-OB; D-OF; D-RH; D-SWl; D-Tu; GB-Lcm; I-Bc; I-Gl; I-Nc; J-Tma; NL-DHnmi; US-BEm; D-SPlb; GB-Lbl
"<a href=""https://muscat.rism.info/admin/sources/991018716"">991018716</a>",D-DO DonMusDr 1104,CH-Bchristen; D-KA
"<a href=""https://muscat.rism.info/admin/sources/991019689"">991019689</a>",D-DO DonMusDr 3184,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991019799"">991019799</a>",D-Au 03DWc Dr 25,D-DWc
"<a href=""https://muscat.rism.info/admin/sources/991020665"">991020665</a>",D-DO DonMusDr 3267,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991021398"">991021398</a>",D-DO DonMusDr 3267,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991021527"">991021527</a>",D-DO Don Mus. Dr. 1642,D-Dl; D-KA; D-WRtl; H-Bn; D-Mbs
"<a href=""https://muscat.rism.info/admin/sources/991021535"">991021535</a>",D-DO DonMusDr 1645,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991021536"">991021536</a>",D-DO DonMusDr 1644,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991022135"">991022135</a>",H-Bl nach RheinfurthG 1999,H-Bb
"<a href=""https://muscat.rism.info/admin/sources/991022151"">991022151</a>",D-DO Don Mus. Dr. 3219,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991022427"">991022427</a>",GB-Lbl,D-Mbs; D-WRgs; US-PHu
"<a href=""https://muscat.rism.info/admin/sources/991022955"">991022955</a>",D-MZsch Mus.Schott.Ha 114,D-MÜu; NL-DHnmi; D-Mbs; D-Mbs; D-MÜu
"<a href=""https://muscat.rism.info/admin/sources/991026199"">991026199</a>",D-DO DonMusDr 3267,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991026828"">991026828</a>",D-DO DonMusDr 3195,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991029283"">991029283</a>",D-DO DonMusDr 3258,D-KA
"<a href=""https://muscat.rism.info/admin/sources/991029633"">991029633</a>",F-Pc L-10332,F-Pn; US-NYcu; D-BUDbierwisch
"<a href=""https://muscat.rism.info/admin/sources/991029711"">991029711</a>",Cz-Pu 59 A 3141,CZ-Pr; CZ-Pu; S-Skma
"<a href=""https://muscat.rism.info/admin/sources/991029719"">991029719</a>",Cz-Pu 59 A 3138,CZ-Pu; D-Dl; D-Es
"<a href=""https://muscat.rism.info/admin/sources/991029732"">991029732</a>",Cz-Pu 59 A 3198,A-Wgm; CZ-Pu; D-B; D-Bhm; D-BNba
"<a href=""https://muscat.rism.info/admin/sources/991029894"">991029894</a>",US-BETm-PSB 1370.4 Beth prms,D-GÜG; D-RH; D-RUl; US-BETm
"<a href=""https://muscat.rism.info/admin/sources/991029972"">991029972</a>",D-DO DonMusDr 1861,A-Wgm; D-KA
"<a href=""https://muscat.rism.info/admin/sources/992001638"">992001638</a>",D-DO DonMusDr 1191,CH-Gc; D-KA
"<a href=""https://muscat.rism.info/admin/sources/992003863"">992003863</a>",D-DO DonMusDr 3233,D-KA; D-Mmb
"<a href=""https://muscat.rism.info/admin/sources/992006721"">992006721</a>",CH-BEL Ma 367924,CH-BEl; D-AROh
"<a href=""https://muscat.rism.info/admin/sources/992007096"">992007096</a>",D-DO DonMusDr 1864,A-Wn; CZ-K; D-KA; D-LCH; GB-Lbl
"<a href=""https://muscat.rism.info/admin/sources/993000005"">993000005</a>",D-F,D-Kbeer
"<a href=""https://muscat.rism.info/admin/sources/993000046"">993000046</a>",D-SPlb Mus. 16599,D-Kbeer
"<a href=""https://muscat.rism.info/admin/sources/993120009"">993120009</a>",NL-DHgm,NL-DHnmi; PL-Kj
"<a href=""https://muscat.rism.info/admin/sources/993120010"">993120010</a>",NL-DHgm,NL-DHnmi; PL-Kj
"<a href=""https://muscat.rism.info/admin/sources/993120070"">993120070</a>",S-Su,GB-Lbl; S-Uu; B-Amp
"<a href=""https://muscat.rism.info/admin/sources/993120831"">993120831</a>",Ee 1189 8º,PL-GD
"<a href=""https://muscat.rism.info/admin/sources/993121042"">993121042</a>",LV (D-W),B-Br; D-KNu; D-Mbs; D-W; PL-GD
"<a href=""https://muscat.rism.info/admin/sources/993121086"">993121086</a>",I-VEca no indication,I-VEcap
"<a href=""https://muscat.rism.info/admin/sources/1000000631"">1000000631</a>",D-MZsch,D-BOCHmi; D-Mbs
"<a href=""https://muscat.rism.info/admin/sources/1001003315"">1001003315</a>",D-BS II 0-361 : 1 (1),D-BSstb; D-Ew
"<a href=""https://muscat.rism.info/admin/sources/1001009336"">1001009336</a>",PL-Wbfc 3745n,PL-Wnifc; CDN-Hu
"<a href=""https://muscat.rism.info/admin/sources/1001015600"">1001015600</a>",PL-Wbfc 4691n,PL-Wnifc; CDN-Hu
"<a href=""https://muscat.rism.info/admin/sources/1001017543"">1001017543</a>",PL-Wbfc 4690n,PL-Wnifc; CDN-Hu
"<a href=""https://muscat.rism.info/admin/sources/1001017910"">1001017910</a>",PL-Wbfc 674n,PL-Wnifc; CDN-Hu
"<a href=""https://muscat.rism.info/admin/sources/1001024762"">1001024762</a>",PL-Wbfc 685n,PL-Wnifc; CDN-Hu
"<a href=""https://muscat.rism.info/admin/sources/1001036735"">1001036735</a>",CZ-NLob X A a 18,D-AAm; D-Dl; CZ-Nlob
"<a href=""https://muscat.rism.info/admin/sources/1001047367"">1001047367</a>",D-Mbs,D-AAm; D-BNba; D-BNba; D-BNba; PL-Wmt
"<a href=""https://muscat.rism.info/admin/sources/1001048348"">1001048348</a>",CH-Bu,A-Wn; A-M; D-B; CH-Bm
"<a href=""https://muscat.rism.info/admin/sources/1001048937"">1001048937</a>",PL-Wbfc 2337n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001049244"">1001049244</a>",PL-KOZmzk,D-MZp
"<a href=""https://muscat.rism.info/admin/sources/1001050147"">1001050147</a>",D-SPlb Mus. 16599,D-BUDbierwisch
"<a href=""https://muscat.rism.info/admin/sources/1001062248"">1001062248</a>",SK- BRnm MUS VII 560,SK-BRnm
"<a href=""https://muscat.rism.info/admin/sources/1001067932"">1001067932</a>",GB-Lbma without shelfmark,GB-Lbl
"<a href=""https://muscat.rism.info/admin/sources/1001068793"">1001068793</a>",RA-Cssj O004.01-pra.01,RA-Ccsj; RA-Ccsj
"<a href=""https://muscat.rism.info/admin/sources/1001072935"">1001072935</a>",RA-Cssj X008.01-pra.01,RA-Ccsj
"<a href=""https://muscat.rism.info/admin/sources/1001073194"">1001073194</a>",D-DEas ATD-MUS 1617,D-DEsa
"<a href=""https://muscat.rism.info/admin/sources/1001077871"">1001077871</a>",CZ-PU 59 A 43651,CZ-Pu; CZ-Pu
"<a href=""https://muscat.rism.info/admin/sources/1001081704"">1001081704</a>",PL-KOZmzkmzkm10-3,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081854"">1001081854</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081857"">1001081857</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081860"">1001081860</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081872"">1001081872</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081973"">1001081973</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081975"">1001081975</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081978"">1001081978</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081985"">1001081985</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081988"">1001081988</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001081993"">1001081993</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001082018"">1001082018</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001082026"">1001082026</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001082031"">1001082031</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001082034"">1001082034</a>",mzkm2,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001082233"">1001082233</a>",pl-wtm R 2101,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001082262"">1001082262</a>",PL-KOZ mzkm3,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001082568"">1001082568</a>",PL-Wtml R 50op.,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001083365"">1001083365</a>",PL-KOZzk mzkm132,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001087999"">1001087999</a>",PL-KOZmzk' mzkm235,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001088211"">1001088211</a>",PL-W,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001088390"">1001088390</a>","",""
"<a href=""https://muscat.rism.info/admin/sources/1001097546"">1001097546</a>",CZ-PU 59 A 10778,CZ-Pn; CZ-Pn; CZ-Pu
"<a href=""https://muscat.rism.info/admin/sources/1001098342"">1001098342</a>",Cz-Pk 7740d,CZ-Pk; CZ-Pk
"<a href=""https://muscat.rism.info/admin/sources/1001099119"">1001099119</a>",PL-KOZmzkm344,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001099119"">1001099119</a>",PL-Wtm Mus.III.42.101,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001105999"">1001105999</a>",PL-KOZmzkl mzkm9,PL-KOZmzk; CH-Zsta; CH-BEk; D-BNba
"<a href=""https://muscat.rism.info/admin/sources/1001107054"">1001107054</a>",D-NUTEtb NTB 8°133,D-NUEtb
"<a href=""https://muscat.rism.info/admin/sources/1001112965"">1001112965</a>",Cz-Pu 59 A 5818,CZ-Pu; CZ-Pu; CZ-Pu; CZ-Pnm; CZ-Bu
"<a href=""https://muscat.rism.info/admin/sources/1001115283"">1001115283</a>",F-ppo Rkp.975,F-Ppo
"<a href=""https://muscat.rism.info/admin/sources/1001118876"">1001118876</a>",PL-Wtm. Mus.III.40.928,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001118877"">1001118877</a>",PL-Wtm. Mus.III.40.925,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001120090"">1001120090</a>",PL-KOZ mzkm50,PL-KOZmzk
"<a href=""https://muscat.rism.info/admin/sources/1001120992"">1001120992</a>",Mus.III.40.488,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001121798"">1001121798</a>",Pl-Wtm III.40.538,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001121998"">1001121998</a>",Mus.III.40.542,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001123269"">1001123269</a>",Mus.III.40.591,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001123452"">1001123452</a>",Pl-Wtm III.40.599,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001124910"">1001124910</a>",HR-Gspp-NOTE-001,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001125027"">1001125027</a>",HR-Gspp-NOTE-002,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001125767"">1001125767</a>",PL-Wnifc 6316n,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001128182"">1001128182</a>",HR-Gspp-003,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001128609"">1001128609</a>",Pl-Wnifc 655n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001128751"">1001128751</a>",HR-Gspp-NOTE-004,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001128756"">1001128756</a>",HR-Gspp-NOTE-005,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001129061"">1001129061</a>",Pl-Wtm III.40.614,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001129061"">1001129061</a>",Pl-Wtm III.40.859,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001129073"">1001129073</a>",Pl-Wtm III.40.625,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001129077"">1001129077</a>",III.40.626,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001129096"">1001129096</a>",Ebaz II-179,CH-Fcu
"<a href=""https://muscat.rism.info/admin/sources/1001129212"">1001129212</a>",HR-Gspp-NOTE-006,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001129215"">1001129215</a>",HR-Gspp-NOTE-007,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001129237"">1001129237</a>",HR-Gspp-NOTE-009,HR-Gspp
"<a href=""https://muscat.rism.info/admin/sources/1001129742"">1001129742</a>",Pl-Wtm III.40.640,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001129778"">1001129778</a>",Pl-Wtm III.40.631,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001129876"">1001129876</a>",Pl-Wtm III.40.628,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130394"">1001130394</a>",Pl-Wtm III.40.629,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130395"">1001130395</a>",Pl-Wtm III.40.630,PL-Wtm; CZ-Pu
"<a href=""https://muscat.rism.info/admin/sources/1001130396"">1001130396</a>",Pl-Wtm III.40.641,PL-Wtm; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001130538"">1001130538</a>",Pl-Wtm III.40.644,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130541"">1001130541</a>",Pl-Wtm III.40.645,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130544"">1001130544</a>",Pl-Wtm III.40.646,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130554"">1001130554</a>",Pl-Wtm III.40.647,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130562"">1001130562</a>",Pl-Wtm III.40.648,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130563"">1001130563</a>",Pl-Wtm III.40.649,PL-Wtm; PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001130563"">1001130563</a>",Pl-Wumfc N44053,PL-Wtm; PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001130564"">1001130564</a>",Pl-Wtm III.40.650,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130565"">1001130565</a>",Pl-Wtm III.40.638,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130648"">1001130648</a>",Pl-Wtm III.40.632,PL-Wtm; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001130651"">1001130651</a>",Pl-Wtm III.40.633,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130653"">1001130653</a>",Pl-Wtm III.40.634,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130655"">1001130655</a>",Pl-Wtm III.40.635,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130657"">1001130657</a>",Pl-Wtm III.40.636,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130662"">1001130662</a>",Pl-Wtm III.40.637,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001130800"">1001130800</a>",Pl-Wtm III.40.639,PL-Wtm; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001131857"">1001131857</a>",Pl-Wmt MTXIV37,PL-Wtm; PL-Wmt
"<a href=""https://muscat.rism.info/admin/sources/1001132345"">1001132345</a>",SK- BRnm MUS XIX 745,SK-BRnm
"<a href=""https://muscat.rism.info/admin/sources/1001132458"">1001132458</a>",Pl-Wnifc 4611n,PL-Wnifc; PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001132477"">1001132477</a>",Pl-Wnifc 4613n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001132478"">1001132478</a>",Pl-Wnifc 4588n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001132479"">1001132479</a>",Pl-Wnifc 4594n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001132490"">1001132490</a>",Pl-Wnifc 4504n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001133556"">1001133556</a>",PL-WtmMus.III.41.984,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001133657"">1001133657</a>",Gb-Lbl H.1660.q.(13.),GB-Lbl
"<a href=""https://muscat.rism.info/admin/sources/1001133743"">1001133743</a>",PL-Wtm. III.41.993,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134095"">1001134095</a>",III.42.010,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134104"">1001134104</a>",Pl-Wtm III.40.651,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134105"">1001134105</a>",Pl-Wtm III.40.652,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134226"">1001134226</a>",Pl-Wtm III.40.653,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134227"">1001134227</a>",Pl-Wtm III.40.654,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134228"">1001134228</a>",Pl-Wtm III.40.655,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134229"">1001134229</a>",Pl-Wtm III.40.656,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134230"">1001134230</a>",Pl-Wtm III.40.657,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134231"">1001134231</a>",Pl-Wtm III.40.658,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134232"">1001134232</a>",Pl-Wtm III.40.659,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134233"">1001134233</a>",Pl-Wtm III.40.660,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134372"">1001134372</a>",Pl-Wtm III.40.661,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134385"">1001134385</a>",Pl-Wtm III.40.662,PL-Wtm; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001134387"">1001134387</a>",Pl-Wtm III.40.663,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134389"">1001134389</a>",Pl-Wtm Mus.III.40.664,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134391"">1001134391</a>",Pl-Wtm Mus.III.40.665,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134490"">1001134490</a>",Pl-Wnifc 503n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001134542"">1001134542</a>",Pl-Wtm Mus.III.40.666,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134549"">1001134549</a>",Pl-Wtm Mus.III.40.667,PL-Wtm; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001134553"">1001134553</a>",Pl-Wtm Mus.III.40.6682,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134554"">1001134554</a>",Pl-Wtm Mus.III.40.669,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134555"">1001134555</a>",Pl-Wtm III.40.670,PL-Wtm; PL-Wnifc; PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001134555"">1001134555</a>",Pl-Wumfc N60667,PL-Wtm; PL-Wnifc; PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001134557"">1001134557</a>",Pl-Wtm III.40.671,PL-Wtm; PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001134558"">1001134558</a>",Pl-Wtm III.40.672,PL-Wtm; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001134559"">1001134559</a>",Pl-Wtm Mus.III.40.673,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134590"">1001134590</a>",Pl-Wtm Mus.III.40.676,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134624"">1001134624</a>",Pl-Wtm Mus.III.40.683,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134630"">1001134630</a>",Pl-Wtm III.40.677,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134641"">1001134641</a>",Pl-Wtm Mus.III.40.678,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134657"">1001134657</a>",Pl-Wtm Mus.III.40.684,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134665"">1001134665</a>",Pl-Wtm III.40.681,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134666"">1001134666</a>",Pl-Wtm III.40.682,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134668"">1001134668</a>",Pl-Wtm III.40.685,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134669"">1001134669</a>",Pl-Wtm III.40.686,PL-Wtm; PL-Wumfc
"<a href=""https://muscat.rism.info/admin/sources/1001134670"">1001134670</a>",Pl-Wtm III.40.687,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001134856"">1001134856</a>",PL-Płp Muz.187,PL-Wtm; PL-PŁp
"<a href=""https://muscat.rism.info/admin/sources/1001135160"">1001135160</a>",Pl-Wnifc 532n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001135161"">1001135161</a>",PL- Wnifc 533n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001135501"">1001135501</a>",Mus.III.42.111,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001135550"">1001135550</a>",Pl-Wnifc 944n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001135552"">1001135552</a>",Pl-Wnifc 945n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001135564"">1001135564</a>",Pl-Wnifc 815n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001135567"">1001135567</a>",Pl-Wnifc 816n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001135569"">1001135569</a>",Pl-Wnifc 817n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001135571"">1001135571</a>",SK- BRnm MUS XIX 745,SK-BRnm
"<a href=""https://muscat.rism.info/admin/sources/1001135608"">1001135608</a>",Pl-Wnifc 853n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001136226"">1001136226</a>",Pl-Wnifc 953n,PL-Wnifc
"<a href=""https://muscat.rism.info/admin/sources/1001137515"">1001137515</a>",Pl-WtmIII.41.748,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001137731"">1001137731</a>",Pl-Wtm III.40.689,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001137741"">1001137741</a>",Pl-Wtm III.40.6904,PL-Wtm; PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001137743"">1001137743</a>",Pl-Wtm III.40.691,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001137746"">1001137746</a>",Pl-Wtm III.40.692,PL-Wtm; PL-ŁŹu
"<a href=""https://muscat.rism.info/admin/sources/1001137748"">1001137748</a>",Pl-Wtm III.40.693,PL-Wtm
"<a href=""https://muscat.rism.info/admin/sources/1001137750"">1001137750</a>",Pl-Wtm III.40.694,PL-Wtm
